Article ID,Article Title,User Name,Resolve?,Include,Location of interest,Less interest,Primary data?,Dataset already extracted?,User Note,Title,Journal,Authors
90074361,"Effects of Oil from the 2010 Macondo Well Blowout on Marsh Foraminifera of Mississippi and Louisiana, USA",taniamaxwell7,,FALSE,,USA,FALSE,,,"Effects of Oil from the 2010 Macondo Well Blowout on Marsh Foraminifera of Mississippi and Louisiana, USA",,"Brunner, Charlotte A.; Yeager, Kevin M.; Hatch, Rachel; Simpson, Sondra; Keim, Joseph; Briggs, Kevin B.; Louchouarn, Patrick"
90074362,Macrobenthos of Spartina foliosa (Pacific cordgrass) salt marshes in southern California: Community structure and comparison to a Pacific mudflat and a Spartina alterniflora (Atlantic smooth cordgrass) marsh,taniamaxwell7,,TRUE,North America,,FALSE,,,Macrobenthos of Spartina foliosa (Pacific cordgrass) salt marshes in southern California: Community structure and comparison to a Pacific mudflat and a Spartina alterniflora (Atlantic smooth cordgrass) marsh,,"Levin, L.A.; Talley, T.S.; Hewitt, J."
90074363,"The effect of Zostera noltii, Spartina maritima and Scirpus maritimus on sediment pore-water profiles in a temperate intertidal estuary",taniamaxwell7,,TRUE, Europe,,TRUE,,,"The effect of Zostera noltii, Spartina maritima and Scirpus maritimus on sediment pore-water profiles in a temperate intertidal estuary",,"Lillebø, A.I.; Flindt, M.R.; Pardal, M.A.; Marques, J.C."
90074364,Dynamics of above- and belowground organic matter in a high latitude macrotidal saltmarsh,taniamaxwell7,,TRUE,North America,,TRUE,,,Dynamics of above- and belowground organic matter in a high latitude macrotidal saltmarsh,,"Connor, R.; Chmura, G.L."
90074365,Tracing mercury seawater vs. atmospheric inputs in a pristine SE USA salt marsh system: Mercury isotope evidence,taniamaxwell7,,FALSE,,USA,FALSE,,,Tracing mercury seawater vs. atmospheric inputs in a pristine SE USA salt marsh system: Mercury isotope evidence,,"Das, Reshmi; Bizimis, Michael; Wilson, Alicia M."
90074366,Effects of historic tidal restrictions on salt marsh sediment chemistry,taniamaxwell7,,FALSE,,USA,FALSE,,,Effects of historic tidal restrictions on salt marsh sediment chemistry,,"Portnoy, J.W.; Giblin, A.E."
90074367,"Spatial Distribution of Soil Organic Carbon and Total Nitrogen in a Ramsar Wetland, Dafeng Milu National Nature Reserve",taniamaxwell7,,FALSE,, China,TRUE,,,"Spatial Distribution of Soil Organic Carbon and Total Nitrogen in a Ramsar Wetland, Dafeng Milu National Nature Reserve",,"Yao, X.; Yan, D.; Li, J.; Liu, Y.; Sheng, Y.; Xie, S.; Luan, Z."
90074368,Coastal reclamation alters soil microbial communities following different land use patterns in the Eastern coastal zone of China,taniamaxwell7,,FALSE,, China,FALSE,,,Coastal reclamation alters soil microbial communities following different land use patterns in the Eastern coastal zone of China,,"Yang, Wen; Jeelani, Nasreen; Cai, Andong; Cheng, Xiaoli; An, Shuqing"
90074369,HEAVY METAL ACCUMULATION BY MANGROVE AND SALT MARSH INTERTIDAL SEDIMENTS,taniamaxwell7,,TRUE, Central/South America,,FALSE,,,HEAVY METAL ACCUMULATION BY MANGROVE AND SALT MARSH INTERTIDAL SEDIMENTS,,LACERDA L D D; ABRAO J J
90074370,Properties of intertidal marsh sediment mobilized by rainfall,taniamaxwell7,,FALSE,,USA,TRUE,,,Properties of intertidal marsh sediment mobilized by rainfall,,"Torres, R.; Mwamba, M.J.; Goñi, M.A."
90074371,"Changes associated with Phragmites australis invasion in plant community and soil properties: A study on three invaded communities in a wetland, Victoria, Australia",taniamaxwell7,,FALSE,, Australia,TRUE,,,"Changes associated with Phragmites australis invasion in plant community and soil properties: A study on three invaded communities in a wetland, Victoria, Australia",,"Uddin, Md N.; Robinson, Randall W."
90074372,"Spatial and Seasonal Variations of Soil Carbon and Nitrogen Content and Stock in a Tidal Salt Marsh with Tamarix chinensis, China",taniamaxwell7,,FALSE,, China,TRUE,,,"Spatial and Seasonal Variations of Soil Carbon and Nitrogen Content and Stock in a Tidal Salt Marsh with Tamarix chinensis, China",,"Zhao, Qingqing; Bai, Junhong; Liu, Qiang; Lu, Qiongqiong; Gao, Zhaoqin; Wang, Junjing"
90074373,Bacterial community composition in soils covered by different vegetation types in the Yancheng tidal marsh,taniamaxwell7,,FALSE,, China,FALSE,,,Bacterial community composition in soils covered by different vegetation types in the Yancheng tidal marsh,,"Fang, Jie; Deng, Yongcui; Che, Rongxiao; Han, Cheng; Zhong, Wenhui"
90074375,Short-term C-4 plant Spartina alterniflora invasions change the soil carbon in C-3 plant-dominated tidal wetlands on a growing estuarine Island,taniamaxwell7,,FALSE,, China,TRUE,,,Short-term C-4 plant Spartina alterniflora invasions change the soil carbon in C-3 plant-dominated tidal wetlands on a growing estuarine Island,,"Cheng, Xiaoli; Luo, Yiqi; Chen, Jiquan; Lin, Guanghui; Chen, Jiakuan; Li, Bo"
90074376,Relative Stability of Plant Communities in a South Carolina High Salt Marsh,taniamaxwell7,,FALSE,,USA,FALSE,,,Relative Stability of Plant Communities in a South Carolina High Salt Marsh,,"Luken, James O."
90074377,The Impact of Sea Embankment Reclamation on Greenhouse Gas GHG Fluxes and Stocks in Invasive Spartina alterniflora and Native Phragmites australis Wetland Marshes of East China,taniamaxwell7,,FALSE,, China,FALSE,,,The Impact of Sea Embankment Reclamation on Greenhouse Gas GHG Fluxes and Stocks in Invasive Spartina alterniflora and Native Phragmites australis Wetland Marshes of East China,,"Li, Jian; Leng, Zhanrui; Wu, Yueming; Li, Guanlin; Ren, Guangqian; Wu, Guirong; Jiang, Yongcan; Yuguda, Taitiya Kenneth; Du, Daolin"
90074378,Vanadium in thirteen different soil profiles originating from Germany and Egypt: Geochemical fractionation and potential mobilization,taniamaxwell7,,TRUE," Africa/Middle East, Europe",,FALSE,,,Vanadium in thirteen different soil profiles originating from Germany and Egypt: Geochemical fractionation and potential mobilization,,"Shaheen, Sabry M.; Rinklebe, Joerg"
90074379,"Effects of Spartina alterniflora invasion in a seaward direction on variations of inorganic sulfur forms in marsh soils of the Minjiang River estuary, China",taniamaxwell7,,FALSE,, China,FALSE,,,"Effects of Spartina alterniflora invasion in a seaward direction on variations of inorganic sulfur forms in marsh soils of the Minjiang River estuary, China",,Tong Xiao-yu; Sun Zhi-gao; Zeng A-ying; Chen Bing-bing; Wang Hua
90074380,Differences in properties of salt marsh sediment between hayed and reference sites,taniamaxwell7,,FALSE,,USA,TRUE,,,Differences in properties of salt marsh sediment between hayed and reference sites,,"Greenbaum, A; Giblin, A"
90074381,Tidal Suppression Negatively Affects Soil Properties and Productivity of Spartina densiflora Salt Marsh,taniamaxwell7,,TRUE, Central/South America,,TRUE,,,Tidal Suppression Negatively Affects Soil Properties and Productivity of Spartina densiflora Salt Marsh,,"Jacobo, Elizabeth J.; Rodriguez, Adriana M.; Farina, Clara M.; Paggi, Yanina"
90074382,Vegetation distribution along the altitudinal gradient in the northwestern Red Sea region,taniamaxwell7,,TRUE, Africa/Middle East,,FALSE,,,Vegetation distribution along the altitudinal gradient in the northwestern Red Sea region,,"Hegazy, A. K.; Lovett-Doust, J.; Hammouda, O.; Gomaa, N. H."
90074383,"FACTORS INFLUENCING ABOVE-GROUND PRODUCTION OF SCIRPUS MARSHES IN THE ST-LAWRENCE ESTUARY, QUEBEC, CANADA",taniamaxwell7,,FALSE,North America,,FALSE,,,"FACTORS INFLUENCING ABOVE-GROUND PRODUCTION OF SCIRPUS MARSHES IN THE ST-LAWRENCE ESTUARY, QUEBEC, CANADA",,"Giroux, J.-F.; Bédard, J."
90074384,First record of Spartina alterniflora in southern Africa indicates adaptive potential of this saline grass,taniamaxwell7,,TRUE, Africa/Middle East,,FALSE,,,First record of Spartina alterniflora in southern Africa indicates adaptive potential of this saline grass,,"Adams, Janine; van Wyk, Ernita; Riddin, Taryn"
90074385,"A multi-proxy study of sedimentary humic substances in the salt marsh of the Changjiang Estuary, China",taniamaxwell7,,FALSE,, China,FALSE,,,"A multi-proxy study of sedimentary humic substances in the salt marsh of the Changjiang Estuary, China",,"Zhang, Yaoling; Du, Jinzhou; Zhao, Xin; Wu, Wangsuo; Peng, Bo; Zhang, Jing"
90074386,NITROGEN ASSESSMENTS IN A CONSTRUCTED AND A NATURAL SALT-MARSH OF SAN-DIEGO BAY,taniamaxwell7,,FALSE,,USA,FALSE,,,NITROGEN ASSESSMENTS IN A CONSTRUCTED AND A NATURAL SALT-MARSH OF SAN-DIEGO BAY,,"Langis, R.; Zalejko, M.; Zedler, J.B."
90074387,"Seasonal Species Variation of Sediment Organic Carbon Stocks in Salt Marshes of Tuticorin Area, Southern India",taniamaxwell7,,TRUE, Asia,,TRUE,,,"Seasonal Species Variation of Sediment Organic Carbon Stocks in Salt Marshes of Tuticorin Area, Southern India",,"Kaviarasan, Thanamegam; Dahms, Hans Uwe; Gokul, Murugaiah Santhosh; Henciya, Santhaseelan; Muthukumar, Krishnan; Shankar, Shiva; James, Rathinam Arthur"
90074388,Spatial Patterns of Carbon and Nitrogen in Soils of the Barents Sea Coastal Area (Khaypudyrskaya Bay),taniamaxwell7,,TRUE, Asia,,TRUE,,,Spatial Patterns of Carbon and Nitrogen in Soils of the Barents Sea Coastal Area (Khaypudyrskaya Bay),,"Shamrikova, E. V.; Deneva, S. V.; Kubik, O. S."
90074389,Variation of organic matter in soil aggregates with the succession of tidal flatland from barren land-saltmarsh-upland in the Yellow River delta,taniamaxwell7,,FALSE,, China,FALSE,,,Variation of organic matter in soil aggregates with the succession of tidal flatland from barren land-saltmarsh-upland in the Yellow River delta,,"Xinghua, L.; Haibo, Z.; Yuan, L.; Zhengfei, D.; Chuancheng, F.; Yongming, L."
90074390,The influence of Spartina maritima on carbon retention capacity in salt marshes from warm-temperate estuaries,taniamaxwell7,,TRUE, Europe,,TRUE,,,The influence of Spartina maritima on carbon retention capacity in salt marshes from warm-temperate estuaries,,"Sousa, Ana I.; Lillebo, Ana I.; Pardal, Miguel A.; Cacador, Isabel"
90074391,Methane production by soils from different Louisiana marsh vegetation types,taniamaxwell7,,FALSE,,USA,FALSE,,,Methane production by soils from different Louisiana marsh vegetation types,,"Crozier, C.R.; DeLaune, R.D."
90074392,"Marsh benthic Foraminifera response to estuarine hydrological balance driven by climate variability over the last 2000 yr (Minho estuary, NW Portugal)",taniamaxwell7,,FALSE, Europe,,FALSE,,,"Marsh benthic Foraminifera response to estuarine hydrological balance driven by climate variability over the last 2000 yr (Minho estuary, NW Portugal)",,"Moreno, Joao; Fatela, Francisco; Leorri, Eduardo; De la Rosa, Jose M.; Pereira, Ines; Araujo, M. Fatima; Freitas, M. Conceicao; Corbett, D. Reide; Medeiros, Ana"
90074393,Trace metal concentrations in coastal marshes of the Lower Parana River and the Rio de la Plata Estuary,taniamaxwell7,,TRUE, Central/South America,,FALSE,,,Trace metal concentrations in coastal marshes of the Lower Parana River and the Rio de la Plata Estuary,,"Villar, C.; Stripeikis, J.; Tudino, M.; D'Huicque, L.; Troccoli, O.; Bonetto, C."
90074394,"Application of stable carbon isotopes for reconstructing salt-marsh floral zones and relative sea level, New Jersey, USA",taniamaxwell7,,FALSE,,USA,FALSE,,,"Application of stable carbon isotopes for reconstructing salt-marsh floral zones and relative sea level, New Jersey, USA",,"Kemp, Andrew C.; Vane, Christopher H.; Horton, Benjamin P.; Engelhart, Simon E.; Nikitina, Daria"
90074395,"Seasonal dynamics of carbon, nitrogen and phosphorous in soil profiles from an inland salt marsh",taniamaxwell7,,FALSE,, China,TRUE,,,"Seasonal dynamics of carbon, nitrogen and phosphorous in soil profiles from an inland salt marsh",,Bai Junhong; Deng Wei; Wang Qinggai; Ding Qiuyi
90074396,Halophyte Plant Communities Affecting Enzyme Activity and Microbes in Saline Soils of the Yellow River Delta in China,taniamaxwell7,,FALSE,, China,FALSE,,,Halophyte Plant Communities Affecting Enzyme Activity and Microbes in Saline Soils of the Yellow River Delta in China,,"Cao, Di; Shi, Fuchen; Koike, Takayoshi; Lu, Zhaohua; Sun, Jingkuan"
90074397,Suppressed recovery of plant community composition and biodiversity on dredged fill of a hurricane-induced inlet through a barrier island,taniamaxwell7,,FALSE,,USA,FALSE,,,Suppressed recovery of plant community composition and biodiversity on dredged fill of a hurricane-induced inlet through a barrier island,,"Long, Zachary T.; Fegley, Stephen R.; Peterson, Charles H."
90074398,"Floods and drought: Response of earthworms and potworms (Oligochaeta : Lumbricidae, Enchytraeidae) to hydrological extremes in wet grassland",taniamaxwell7,,TRUE, Europe,,FALSE,,,"Floods and drought: Response of earthworms and potworms (Oligochaeta : Lumbricidae, Enchytraeidae) to hydrological extremes in wet grassland",,"Plum, N.M.; Filser, J."
90074399,Effects of Nitrogen and Phosphorus Addition on Photosynthesized Carbon Allocation in Spartina alterniflora-Soil System,taniamaxwell7,,FALSE,, China,FALSE,,,Effects of Nitrogen and Phosphorus Addition on Photosynthesized Carbon Allocation in Spartina alterniflora-Soil System,,Shi Yu; Huang Huang; Ran Shan-shan; Liu Jin-e; Su Hai-rong; Yu Pei-pei
90074400,"Abiotic and biotic patterns across Mediterranean coastal wetland systems, north east Aegean, Greece",taniamaxwell7,,TRUE, Europe (rare),,TRUE,,,"Abiotic and biotic patterns across Mediterranean coastal wetland systems, north east Aegean, Greece",,"Dikou, A.; Dinapoya, V.; Evaggelatou, K.; Lambrianidis, E.; Troumbis, A."
90074401,Spatial Patterns of Carbon and Nitrogen in Soilsof Barents Sea Coastal Area (the Khaypudyrskaya Bay),taniamaxwell7,,TRUE, Asia,,TRUE,,,Spatial Patterns of Carbon and Nitrogen in Soilsof Barents Sea Coastal Area (the Khaypudyrskaya Bay),,"Shamrikova, E.V.; Deneva, S.V.; Kubik, O.S."
90074402,"Does elevation matter? Living foraminiferal distribution in a hyper tidal salt marsh (Canche Estuary, Northern France)",taniamaxwell7,,TRUE, Europe (rare),,FALSE,,,"Does elevation matter? Living foraminiferal distribution in a hyper tidal salt marsh (Canche Estuary, Northern France)",,"Francescangeli, F.; Bouchet, V. M. P.; Trentesaux, A.; du Chatelet, E. Armynot"
90074403,Discerning natural and anthropogenic organic matter inputs to salt marsh sediments of Ria Formosa lagoon (South Portugal),taniamaxwell7,,FALSE, Europe,,FALSE,,,Discerning natural and anthropogenic organic matter inputs to salt marsh sediments of Ria Formosa lagoon (South Portugal),,"Kumar, Mukesh; Boski, Tomasz; Gonzalez-Vila, Francisco J.; de la Rosa, Jose Ma; Gonzalez-Perez, Jose A."
90074404,Sedimentation rates in flow-restricted and restored salt marshes in Long Island Sound,taniamaxwell7,,FALSE,,USA,FALSE,,,Sedimentation rates in flow-restricted and restored salt marshes in Long Island Sound,,"Anisfeld, S.C.; Tobin, M.J.; Benoit, G."
90074405,Do Spartina maritima Plantations Enhance the Macroinvertebrate Community in European Salt Marshes?,taniamaxwell7,,FALSE, Europe,,FALSE,,,Do Spartina maritima Plantations Enhance the Macroinvertebrate Community in European Salt Marshes?,,"Curado, Guillermo; Sanchez-Moyano, Juan E.; Figueroa, Enrique; Castillo, Jesus M."
90074406,"SALT-MARSH DEVELOPMENT FROM FEN - ANALYSIS OF LATE HOLOCENE DEPOSITS FROM NORTH-CENTRAL FENLAND, UK",taniamaxwell7,,FALSE,, UK,FALSE,,,"SALT-MARSH DEVELOPMENT FROM FEN - ANALYSIS OF LATE HOLOCENE DEPOSITS FROM NORTH-CENTRAL FENLAND, UK",,"Wheeler, A.J."
90074407,Distribution of organic matter in the Changjiang (Yangtze River) Estuary and their stable carbon and nitrogen isotopic ratios: Implications for source discrimination and sedimentary dynamics,taniamaxwell7,,FALSE,, China,TRUE,,,Distribution of organic matter in the Changjiang (Yangtze River) Estuary and their stable carbon and nitrogen isotopic ratios: Implications for source discrimination and sedimentary dynamics,,"Zhang, J.; Wu, Y.; Jennejahn, T. C.; Ittekkot, V.; He, Q."
90074408,Carbon metabolic rates and GHG emissions in different wetland types of the Ebro Delta,taniamaxwell7,,FALSE, Europe,,FALSE,,,Carbon metabolic rates and GHG emissions in different wetland types of the Ebro Delta,,"Morant, Daniel; Picazo, Antonio; Rochera, Carlos; Santamans, Anna C.; Miralles-Lorenzo, Javier; Camacho-Santamans, Alba; Ibanez, Carles; Martinez-Eixarch, Maite; Camacho, Antonio"
90074409,A COMPARATIVE-STUDY OF THE MOLLUSK COMMUNITIES OF 2 OLIGOHALINE INTERTIDAL MARSHES - SPATIAL AND TEMPORAL DISTRIBUTION OF ABUNDANCE AND BIOMASS,taniamaxwell7,,FALSE,,USA,FALSE,,,A COMPARATIVE-STUDY OF THE MOLLUSK COMMUNITIES OF 2 OLIGOHALINE INTERTIDAL MARSHES - SPATIAL AND TEMPORAL DISTRIBUTION OF ABUNDANCE AND BIOMASS,,"BISHOP, TD; HACKNEY, CT"
