"Source","Site_name","Site","Plot","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","Year_collected_end","U_depth_m","L_depth_m","Method","Data_type","OC_perc","BD_reported_g_cm3","Core","Nation","SOM_perc","SOM_perc_Heiri","N_perc","Original_source","Conv_factor","State","Location","Depth_to_bedrock_m","Season","Treatment","Replicate","n_cores","Core_type","SOM_perc_mean","SOM_perc_sd","OC_perc_mean","OC_perc_sd","OC_perc_se","BD_reported_g_cm3_mean","BD_reported_g_cm3_se","BD_reported_g_cm3_sd","OC_perc_combined","SOM_perc_combined","BD_reported_combined"
"CCRCN",NA,NA,NA,"marsh",29.9194267183333,-93.3452839158333,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",2.1709,0.511952972279073,"1983-4",NA,10.73065608538,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1709,10.73065608538,0.511952972279073
"CCRCN",NA,NA,NA,"marsh",29.9198257786111,-93.3434826211111,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",1.8496,0.607038997229435,"1983-5",NA,8.6626335435706,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8496,8.6626335435706,0.607038997229435
"CCRCN",NA,NA,NA,"marsh",29.9210271033333,-93.3453880452778,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",4.4204,0.364472220400096,"1983-6",NA,13.8659955960994,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4204,13.8659955960994,0.364472220400096
"CCRCN",NA,NA,NA,"marsh",29.9008380430556,-93.3709917202778,"direct from dataset",1,"United States",2016,NA,0,0.02,"EA","Core-level",7.1362,0.258197096741148,"1996-1",NA,21.7226870893017,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1362,21.7226870893017,0.258197096741148
"CCRCN",NA,NA,NA,"marsh",29.9007105225,-93.3690632802778,"direct from dataset",1,"United States",2016,NA,0,0.02,"EA","Core-level",3.4513,0.41869837875272,"1996-2",NA,14.0775876672878,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4513,14.0775876672878,0.41869837875272
"CCRCN",NA,NA,NA,"marsh",29.9000134477778,-93.3684557308333,"direct from dataset",1,"United States",2016,NA,0,0.02,"EA","Core-level",2.3275,0.384063800176422,"1996-3",NA,9.79666688115308,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3275,9.79666688115308,0.384063800176422
"CCRCN",NA,NA,NA,"marsh",29.8998929580556,-93.3663540136111,"direct from dataset",1,"United States",2016,NA,0,0.02,"EA","Core-level",2.3528,0.550730375042096,"1996-4",NA,8.94474027723099,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3528,8.94474027723099,0.550730375042096
"CCRCN",NA,NA,NA,"marsh",29.8972561138889,-93.3624074627778,"direct from dataset",1,"United States",2016,NA,0,0.02,"EA","Core-level",3.5403,0.523442046824348,"1996-5",NA,12.2231177565938,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5403,12.2231177565938,0.523442046824348
"CCRCN",NA,NA,NA,"marsh",29.8968458591667,-93.3610187413889,"direct from dataset",1,"United States",2016,NA,0,0.02,"EA","Core-level",2.6079,0.479140352205626,"1996-6",NA,10.7046551234743,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6079,10.7046551234743,0.479140352205626
"CCRCN",NA,NA,NA,"marsh",29.9638164888889,-93.4221016805556,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",3.7608,0.366903603497488,"C1-1",NA,17.3677132124472,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7608,17.3677132124472,0.366903603497488
"CCRCN",NA,NA,NA,"marsh",29.9636524138889,-93.4130844611111,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",8.534,0.227738497575632,"C1-2",NA,26.4277340478982,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.534,26.4277340478982,0.227738497575632
"CCRCN",NA,NA,NA,"marsh",29.9630034861111,-93.4103766361111,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",27.8955,0.0552713373204645,"C1-3",NA,68.3193441342963,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.8955,68.3193441342963,0.0552713373204645
"CCRCN",NA,NA,NA,"marsh",29.962279475,-93.415834375,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",22.253,0.0654894616102853,"C1-4",NA,30.9499046628532,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.253,30.9499046628532,0.0654894616102853
"CCRCN",NA,NA,NA,"marsh",29.9599109972222,-93.4113032,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",5.1214,0.340300483243551,"C1-5",NA,14.6372212320132,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1214,14.6372212320132,0.340300483243551
"CCRCN",NA,NA,NA,"marsh",29.9591161194444,-93.4086309111111,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",10.34,0.0264657628971363,"C1-6",NA,43.6574198761109,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.34,43.6574198761109,0.0264657628971363
"CCRCN",NA,NA,NA,"marsh",29.9334927166667,-93.4166968722222,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",1.8252,0.568209493400039,"C3-1",NA,10.4335389291142,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8252,10.4335389291142,0.568209493400039
"CCRCN",NA,NA,NA,"marsh",29.9327121638889,-93.4175622694444,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",3.4432,0.231473986152535,"C3-2",NA,12.1018651362984,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4432,12.1018651362984,0.231473986152535
"CCRCN",NA,NA,NA,"marsh",29.9326949111111,-93.4148725638889,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",2.804,0.0913931645186736,"C3-3",NA,12.1713817884108,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.804,12.1713817884108,0.0913931645186736
"CCRCN",NA,NA,NA,"marsh",29.9304006055556,-93.4166758194444,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",2.5725,0.371324300038202,"C3-4",NA,9.26366862841996,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5725,9.26366862841996,0.371324300038202
"CCRCN",NA,NA,NA,"marsh",29.9249448055556,-93.4221002444445,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",8.6001,0.0445590423101996,"C3-5",NA,48.7545344619105,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6001,48.7545344619105,0.0445590423101996
"CCRCN",NA,NA,NA,"marsh",29.9272384972222,-93.4202783055556,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",21.8244,0.049991762594698,"C3-6",NA,38.2955771305286,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8244,38.2955771305286,0.049991762594698
"CCRCN",NA,NA,NA,"marsh",29.9413080611111,-93.4031714222222,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",2.2152,0.394182458794077,"C2-1",NA,9.59031245856722,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2152,9.59031245856722,0.394182458794077
"CCRCN",NA,NA,NA,"marsh",29.9396814694444,-93.3978562333333,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",2.8129,0.770506882383864,"C2-2",NA,7.7226016860501,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8129,7.7226016860501,0.770506882383864
"CCRCN",NA,NA,NA,"marsh",29.9365227722222,-93.3951617527778,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",0.4082,1.14059180857047,"C2-3",NA,4.90682898179293,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4082,4.90682898179293,1.14059180857047
"CCRCN",NA,NA,NA,"marsh",29.9359043972222,-93.3979214388889,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",1.1429,0.754292399000604,"C2-4",NA,7.86975640399247,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1429,7.86975640399247,0.754292399000604
"CCRCN",NA,NA,NA,"marsh",29.9349498583333,-93.4023129222222,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",3.1444,0.297729175556479,"C2-5",NA,11.231338172853,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1444,11.231338172853,0.297729175556479
"CCRCN",NA,NA,NA,"marsh",29.9342376222222,-93.4006566694444,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",1.2608,0.515169029012442,"C2-6",NA,6.91819677083683,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2608,6.91819677083683,0.515169029012442
"CCRCN",NA,NA,NA,"marsh",29.9499939861111,-93.4125766944445,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",1.4039,0.734121392213405,"C4-1",NA,7.54696132596685,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4039,7.54696132596685,0.734121392213405
"CCRCN",NA,NA,NA,"marsh",29.9490502944444,-93.4076916277778,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",0.9635,1.03470981113961,"C4-2",NA,7.03992825550822,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9635,7.03992825550822,1.03470981113961
"CCRCN",NA,NA,NA,"marsh",29.9466941083333,-93.4095478444444,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",1.1583,0.467247099690914,"C4-3",NA,8.63145939806927,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1583,8.63145939806927,0.467247099690914
"CCRCN",NA,NA,NA,"marsh",29.9450081416667,-93.4302286027778,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",1.3763,0.635448287784292,"C5-1",NA,7.25062099620864,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3763,7.25062099620864,0.635448287784292
"CCRCN",NA,NA,NA,"marsh",29.9442064,-93.4247533861111,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",1.711,0.827319148212806,"C5-2",NA,8.33255575254267,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.711,8.33255575254267,0.827319148212806
"CCRCN",NA,NA,NA,"marsh",29.9398141666667,-93.4237785111111,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",1.2549,0.423633770676388,"C5-3",NA,9.64992536235372,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2549,9.64992536235372,0.423633770676388
"CCRCN",NA,NA,NA,"marsh",29.9334834055556,-93.4400771472222,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",10.4076,0.200887502551376,"NR1-1",NA,27.2654293237429,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4076,27.2654293237429,0.200887502551376
"CCRCN",NA,NA,NA,"marsh",29.9295491722222,-93.4328178055556,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",13.9539,0.0647111032550811,"NR1-2",NA,30.0473225404732,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9539,30.0473225404732,0.0647111032550811
"CCRCN",NA,NA,NA,"marsh",29.9280186166667,-93.4417908944445,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",7.625,0.178755601084332,"NR1-3",NA,21.5567056931812,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.625,21.5567056931812,0.178755601084332
"CCRCN",NA,NA,NA,"marsh",29.9449176722222,-93.4371386666667,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",13.9214,0.0704722181397467,"NR2-1",NA,40.623024311742,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9214,40.623024311742,0.0704722181397467
"CCRCN",NA,NA,NA,"marsh",29.9471357194444,-93.4387671416667,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",11.3202,0.165474565619874,"NR2-2",NA,27.8277807630306,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3202,27.8277807630306,0.165474565619874
"CCRCN",NA,NA,NA,"marsh",29.9405683166667,-93.4412852944445,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",27.6533,0.0914752631687155,"NR2-3",NA,56.6607808514813,NA,NA,"Abbott et al 2019",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.6533,56.6607808514813,0.0914752631687155
"CCRCN",NA,NA,NA,"marsh",30.06585,-83.9569833333333,"direct from dataset",1,"United States",2011,NA,0,0.02,"EA","Core-level",13.18,0.36,"snipe_creek_M",NA,59.26,NA,NA,"Arriola and Cable 2017",NA,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.18,59.26,0.36
"CCRCN",NA,NA,NA,"marsh",30.0686,-83.9538666666667,"direct from dataset",1,"United States",2011,NA,0,0.01,"EA","Core-level",10.9,0.49,"snipe_creek_MC",NA,32.06,NA,NA,"Arriola and Cable 2017",NA,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,32.06,0.49
"CCRCN",NA,NA,NA,"marsh",30.0719,-83.9512666666667,"direct from dataset",1,"United States",2011,NA,0,0.01,"EA","Core-level",9.61,0.49,"snipe_creek_HE",NA,23.77,NA,NA,"Arriola and Cable 2017",NA,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.61,23.77,0.49
"CCRCN",NA,NA,NA,"marsh",30.0717333333333,-83.9502333333333,"direct from dataset",1,"United States",2013,NA,0,0.01,"EA","Core-level",0.6,0.99,"snipe_creek_HI",NA,4.01,NA,NA,"Arriola and Cable 2017",NA,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,4.01,0.99
"CCRCN",NA,NA,NA,"marsh",30.07675,-83.9475666666667,"direct from dataset",1,"United States",2013,NA,0,0.01,"EA","Core-level",1.51,0.85,"snipe_creek_S",NA,7.41,NA,NA,"Arriola and Cable 2017",NA,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51,7.41,0.85
"CCRCN",NA,NA,NA,"marsh",30.07775,-83.9461,"direct from dataset",1,"United States",2013,NA,0,0.01,"EA","Core-level",1.13,0.81,"snipe_creek_F",NA,5.28,NA,NA,"Arriola and Cable 2017",NA,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,5.28,0.81
"CCRCN",NA,NA,NA,"marsh",29.55395623,-90.074757718,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",NA,NA,"253",NA,NA,NA,NA,"Baustian et al 2021",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCRCN",NA,NA,NA,"marsh",29.252104186,-91.194617808,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",NA,NA,"309",NA,NA,NA,NA,"Baustian et al 2021",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCRCN",NA,NA,NA,"marsh",29.302319496,-91.105471945,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",NA,NA,"399",NA,NA,NA,NA,"Baustian et al 2021",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCRCN",NA,NA,NA,"marsh",29.496552792,-90.446832774,"direct from dataset",1,"United States",2015,NA,0.12,0.14,"EA","Core-level",NA,0.17,"2825",NA,56.7,NA,NA,"Baustian et al 2021",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7,0.17
"CCRCN",NA,NA,NA,"marsh",29.502086231,-90.101363529,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",NA,NA,"3565",NA,NA,NA,NA,"Baustian et al 2021",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCRCN",NA,NA,NA,"marsh",29.546413761,-89.914393761,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",NA,NA,"3617",NA,NA,NA,NA,"Baustian et al 2021",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCRCN",NA,NA,NA,"marsh",29.787178031,-90.483356862,"direct from dataset",1,"United States",2015,NA,0.12,0.14,"EA","Core-level",NA,0.13,"211",NA,76.64,NA,NA,"Baustian et al 2021",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.64,0.13
"CCRCN",NA,NA,NA,"marsh",29.816516862,-90.325110377,"direct from dataset",1,"United States",2015,NA,0.12,0.14,"EA","Core-level",NA,0.12,"273",NA,NA,NA,NA,"Baustian et al 2021",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12
"CCRCN",NA,NA,NA,"marsh",29.442900642,-91.068568489,"direct from dataset",1,"United States",2015,NA,0.12,0.14,"EA","Core-level",NA,0.13,"327",NA,68.28,NA,NA,"Baustian et al 2021",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.28,0.13
"CCRCN",NA,NA,NA,"marsh",29.582422554,-90.544965384,"direct from dataset",1,"United States",2015,NA,0.12,0.14,"EA","Core-level",NA,0.15,"331",NA,80.89,NA,NA,"Baustian et al 2021",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.89,0.15
"CCRCN",NA,NA,NA,"marsh",29.629128417,-90.571035381,"direct from dataset",1,"United States",2015,NA,0.12,0.14,"EA","Core-level",NA,0.12,"367",NA,84.66,NA,NA,"Baustian et al 2021",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.66,0.12
"CCRCN",NA,NA,NA,"marsh",29.857378576,-90.287707952,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",NA,NA,"3166",NA,NA,NA,NA,"Baustian et al 2021",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCRCN",NA,NA,NA,"marsh",29.770699075,-90.291167297,"direct from dataset",1,"United States",2015,NA,0.12,0.14,"EA","Core-level",NA,0.15,"BA-01-04",NA,92.89,NA,NA,"Baustian et al 2021",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.89,0.15
"CCRCN",NA,NA,NA,"marsh",29.563333065,-90.008160394,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",NA,NA,"225",NA,NA,NA,NA,"Baustian et al 2021",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCRCN",NA,NA,NA,"marsh",29.389609722,-91.196037334,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",NA,NA,"305",NA,NA,NA,NA,"Baustian et al 2021",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCRCN",NA,NA,NA,"marsh",29.388554091,-90.917009367,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",NA,NA,"398",NA,NA,NA,NA,"Baustian et al 2021",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCRCN",NA,NA,NA,"marsh",29.377728716,-91.010822388,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",NA,NA,"4045",NA,NA,NA,NA,"Baustian et al 2021",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCRCN",NA,NA,NA,"marsh",29.673613704,-90.132848578,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",NA,NA,"4245",NA,NA,NA,NA,"Baustian et al 2021",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCRCN",NA,NA,NA,"marsh",29.288391112,-90.140757793,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",NA,NA,"175",NA,NA,NA,NA,"Baustian et al 2021",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCRCN",NA,NA,NA,"marsh",29.50040552,-89.915682786,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",NA,NA,"224",NA,NA,NA,NA,"Baustian et al 2021",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCRCN",NA,NA,NA,"marsh",29.475593658,-89.943513384,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",NA,NA,"237",NA,NA,NA,NA,"Baustian et al 2021",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCRCN",NA,NA,NA,"marsh",29.310924599,-90.354254056,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",NA,NA,"337",NA,NA,NA,NA,"Baustian et al 2021",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCRCN",NA,NA,NA,"marsh",29.231801672,-91.010076699,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",NA,NA,"377",NA,NA,NA,NA,"Baustian et al 2021",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCRCN",NA,NA,NA,"marsh",29.257987426,-90.946233452,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",NA,NA,"4455",NA,NA,NA,NA,"Baustian et al 2021",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCRCN",NA,NA,NA,"marsh",39.375811,-75.651786,"direct from dataset",1,"United States",2009,NA,0,0.02,"EA","Core-level",NA,0.276949967778505,"BBRC1",NA,28.091,NA,NA,"Boyd 2012",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.091,0.276949967778505
"CCRCN",NA,NA,NA,"marsh",39.378697,-75.643872,"direct from dataset",1,"United States",2009,NA,0,0.02,"EA","Core-level",NA,0.502015806663498,"BBRC2",NA,16.614,NA,NA,"Boyd 2012",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.614,0.502015806663498
"CCRCN",NA,NA,NA,"marsh",39.145008,-75.423547,"direct from dataset",1,"United States",2011,NA,0,0.02,"EA","Core-level",NA,0.510049126404454,"LC1",NA,15.9288,NA,NA,"Boyd 2012",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9288,0.510049126404454
"CCRCN",NA,NA,NA,"marsh",39.151014,-75.414794,"direct from dataset",1,"United States",2011,NA,0,0.02,"EA","Core-level",NA,0.344927777620679,"LC2",NA,21.758,NA,NA,"Boyd 2012",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.758,0.344927777620679
"CCRCN",NA,NA,NA,"marsh",39.157496,-75.426916,"direct from dataset",1,"United States",2011,NA,0,0.02,"EA","Core-level",NA,0.279190744730407,"LC3",NA,41.9567,NA,NA,"Boyd 2012",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.9567,0.279190744730407
